equipmentId,equipmentName,pointId,statusRequired
JH-O-P11E07,液硫泵P5012B,JH-O-P11,NO
JH-O-P12E01,硫磺储藏间,JH-O-P12,NO
JH-O-P12E02,造粒机一楼,JH-O-P12,NO
JH-O-P12E03,造粒机二楼,JH-O-P12,NO
JH-O-P12E04,Lo-cat溶液储罐,JH-O-P12,NO
JH-O-P12E05,消防炮,JH-O-P12,NO
JH-O-P13E01,硫酸储罐,JH-O-P13,NO
JH-O-P13E02,硫酸加药泵,JH-O-P13,YES
JH-O-P13E03,氢氧化钠储罐,JH-O-P13,NO
JH-O-P13E04,氢氧化钠加药泵,JH-O-P13,YES
JH-O-P13E05,次氯酸钠储罐,JH-O-P13,NO
JH-O-P13E06,次氯酸纳加药泵,JH-O-P13,YES
JH-O-P13E07,加药泵控制柜,JH-O-P13,NO
JH-O-P14E01,达标排放水泵P3852A,JH-O-P14,YES
JH-O-P14E02,达标排放水泵P3852S,JH-O-P14,YES
JH-O-P14E03,A/O池V3850,JH-O-P14,NO
JH-O-P15E01,原水提升泵P3811A,JH-O-P15,YES
JH-O-P15E02,原水提升泵P3811B,JH-O-P15,YES
JH-O-P15E03,原水提升泵P3811S,JH-O-P15,YES
JH-O-P15E04,脫氨提升泵P3821A,JH-O-P15,YES
JH-O-P15E05,脫氨提升泵P3821S,JH-O-P15,YES
JH-O-P15E06,卸灰泵P3820A,JH-O-P15,YES
JH-O-P15E07,卸灰泵P3820B,JH-O-P15,YES
JH-O-P15E08,脱氨塔鼓风机B3831A,JH-O-P15,YES
JH-O-P15E09,脱氨塔鼓风机B3831S,JH-O-P15,YES
JH-O-P15E10,破氰池搅拌机,JH-O-P15,YES
JH-O-P15E11,生活提升泵P3841A,JH-O-P15,YES
JH-O-P15E12,生活提升泵P3841S,JH-O-P15,YES
JH-C-P01E01,合成气及42设备框架,JH-C-P01,NO
JH-C-P02E01,分析小屋周边,JH-C-P02,NO
JH-C-P02E02,地下罐V4005,JH-C-P02,NO
JH-C-P03E01,吸收塔C4001及周围,JH-C-P03,NO
JH-C-P04E01,二层框架,JH-C-P04,NO
JH-C-P05E01,开工循环压缩机K4001,JH-C-P05,NO
JH-C-P05E02,MDEA溶液储罐T4001,JH-C-P05,NO
JH-C-P05E03,电渗析装置,JH-C-P05,NO
JH-C-P06E01,吸收氧化塔,JH-C-P06,NO
JH-C-P06E02,硫磺浆液泵P5202,JH-C-P06,YES
JH-C-P06E03,硫磺浆液泵P5102,JH-C-P06,YES
JH-C-P06E04,KOH加药储罐,JH-C-P06,NO
JH-C-P06E05,ARI-350加药储罐,JH-C-P06,NO
JH-C-P07E01,VOC小间,JH-C-P07,NO
JH-C-P08E01,热水罐T5009,JH-C-P08,NO
JH-C-P09E01,空气鼓风机,JH-C-P09,NO
JH-C-P10E01,滤液返回罐,JH-C-P10,NO
JH-C-P10E02,ARI-340加药泵,JH-C-P10,NO
JH-C-P10E03,ARI-400加药泵,JH-C-P10,NO
JH-C-P10E04,ARI-600加药泵,JH-C-P10,NO
JH-C-P11E01,真空皮带机PLC,JH-C-P11,NO
JH-C-P11E02,熔硫釜及液硫罐,JH-C-P11,NO
JH-C-P12E01,硫磺储藏间,JH-C-P12,NO
JH-C-P12E02,造粒机一楼,JH-C-P12,NO
JH-C-P12E03,造粒机二楼,JH-C-P12,NO
JH-C-P12E04,Lo-cat溶液储罐,JH-C-P12,NO
JH-C-P12E05,消防炮,JH-C-P12,NO
JH-C-P13E01,硫酸储罐,JH-C-P13,NO
JH-C-P13E02,氢氧化钠储罐,JH-C-P13,NO
JH-C-P13E03,次氯酸钠储罐,JH-C-P13,NO
JH-C-P13E04,加药泵控制柜,JH-C-P13,NO
JH-C-P14E01,达标排放水泵P3852A,JH-C-P14,YES
JH-C-P14E02,达标排放水泵P3852S,JH-C-P14,YES
JH-C-P14E03,A/O池V3850,JH-C-P14,NO
JH-C-P15E01,原水提升泵,JH-C-P15,YES
JH-C-P15E02,均值调节池,JH-C-P15,NO
